"Station Name","GREENWOOD A"
"Province","NOVA SCOTIA"
"Latitude","44.98"
"Longitude","-64.92"
"Elevation","28.00"
"Climate Identifier","8202000"
"WMO Identifier","71397"
"TC Identifier","YZX"

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2011-03","2011","03","5.4","","-5.5","","-0.1","","14.8","","-15.8","","32.8","","3.1","","35.2","","0","","26","E","65","E"
"2011-04","2011","04","11.5","","0.1","","5.8","","21.8","","-7.1","","69.0","","0.8","","69.8","","0","","14","E","72","E"
"2011-05","2011","05","17.8","","7.9","","12.9","","27.0","","3.1","","91.8","","0.0","","91.8","","0","","24","E","57","E"
"2011-06","2011","06","20.9","","10.2","","15.6","","28.9","","5.9","","87.0","","0.0","","87.0","","0","","17","E","56","E"
"2011-07","2011","07","25.7","","14.1","","20.0","","33.5","","9.7","","93.8","","0.0","","93.8","","0","","23","E","54","E"
"2011-08","2011","08","24.6","","13.7","","19.2","","27.9","","8.2","","138.0","","0.0","","138.0","","0","","19","E","70","E"
"2011-09","2011","09","22.5","","9.7","","16.1","","29.3","","1.2","","70.0","","0.0","","70.0","","0","","28","E","50","E"
"2011-10","2011","10","15.1","","5.5","","10.3","","26.8","","-1.7","","203.3","","1.0","","204.3","","0","","35","E","74","E"
"2011-11","2011","11","11.4","","0.1","","5.8","","18.2","","-8.1","","117.0","","38.2","","154.3","","0","","16","E","63","E"
"2011-12","2011","12","5.9","","-3.3","","1.3","","16.2","","-15.4","","107.4","","16.4","","122.2","","0","T","29","E","85","E"
"2012-01","2012","01","1.8","","-8.1","","-3.2","","13.1","","-18.0","","25.2","","53.6","","70.8","","6","","22","B","72","B"
"2012-02","2012","02","1.0","","-8.1","","-3.6","","7.8","","-16.0","","29.6","","32.4","","58.8","","7","","24","E","76","E"
"2012-03","2012","03","7.8","","-2.9","","2.4","","25.8","","-10.8","","36.2","","18.7","","50.8","","0","","22","E","74","E"
"2012-04","2012","04","13.0","","0.5","","6.8","","26.0","","-5.8","","68.4","","9.0","","77.4","","0","","14","E","67","E"
"2012-05","2012","05","19.8","","5.9","","12.9","","27.1","","-2.0","","43.6","","0.0","","43.6","","0","","16","E","61","E"
"2012-06","2012","06","21.7","","10.2","","15.9","","32.3","","4.6","","94.4","","0.0","","94.4","","0","","1","B","44","B"
"2012-07","2012","07","26.7","","14.1","","20.4","","31.9","","8.9","","36.2","","0.0","","36.2","","0","","23","B","48","B"
"2012-08","2012","08","27.6","","14.5","","21.1","","32.3","","8.2","","73.7","","0.0","","73.7","","0","","24","E","57","E"
"2012-09","2012","09","22.4","","9.2","","15.8","","27.8","","1.6","S","209.4","","0.0","","209.4","","0","","19","E","54","E"
"2012-10","2012","10","16.1","","4.9","","10.5","","24.7","","-4.6","","81.8","","0.0","","81.8","","0","","26","E","65","E"
"2012-11","2012","11","8.2","","-2.0","","3.1","","21.2","","-10.1","","28.3","","6.0","","34.1","","4","","26","E","61","E"
"2012-12","2012","12","5.0","","-5.5","","-0.3","","16.7","","-13.1","","83.8","","46.4","","133.6","","25","","11","E","76","E"
"2013-01","2013","01","-0.5","","-11.5","","-6.0","","16.1","S","-23.0","","18.4","","52.2","","54.0","","1","","27","E","69","E"
"2013-02","2013","02","-0.3","","-8.4","","-4.4","","8.1","","-23.7","","26.6","","85.3","","81.4","","8","","27","E","82","E"
"2013-03","2013","03","4.3","","-2.6","","0.9","","12.1","","-12.1","","29.4","","39.6","","62.4","","0","","25","E","63","E"
"2013-04","2013","04","11.2","","-0.1","","5.6","","23.4","","-4.6","","57.7","","6.0","","62.7","","0","","12","B","65","B"
"2013-05","2013","05","17.5","","6.5","","12.1","","29.9","","-1.0","","77.7","","0.0","","77.7","","0","","20","E","63","E"
"2013-06","2013","06","22.3","","11.5","","16.9","","33.4","","6.0","","137.7","","0.0","","137.7","","0","","27","E","57","E"
"2013-07","2013","07","26.8","","15.7","","21.3","","33.2","","10.6","","105.8","","0.0","","105.8","","0","","18","E","52","E"
"2013-08","2013","08","25.8","","12.1","","19.0","","31.1","","5.2","","25.6","","0.0","","25.6","","0","","17","E","67","E"
"2013-09","2013","09","20.7","","9.3","","15.0","","27.1","","2.7","","187.1","","0.0","","187.1","","0","","19","E","67","E"
"2013-10","2013","10","14.9","","3.0","","8.9","","22.8","","-6.9","","123.7","","0.0","","123.7","","0","","27","E","63","E"
"2013-11","2013","11","7.8","","-1.8","","3.0","","20.8","","-11.7","","102.2","","4.2","","106.6","","0","T","16","E","91","E"
"2013-12","2013","12","0.6","","-7.9","","-3.7","","12.6","","-19.1","","122.5","","92.7","","207.4","","25","","29","E","63","E"

